sample_id,label,label_id
auto_all_other_app_types_c869b5b80fdcc66a,Mature 17+,3
auto_all_other_app_types_c886cb2b42b8e222,Everyone,0
auto_all_other_app_types_c9f48776ee5965ad,Mature 17+,3
auto_all_other_app_types_cea2a5a40780c8ef,Teen,2
auto_all_other_app_types_dcf86d0f7e5435e3,Teen,2
auto_all_other_app_types_dd4138597f004f62,Teen,2
auto_all_other_app_types_e25e61f5fba3351b,Mature 17+,3
auto_all_other_app_types_e2f9df2b39b5261b,Teen,2
auto_all_other_app_types_e76175257e347780,Mature 17+,3
auto_all_other_app_types_e809759ac4e80c2e,Mature 17+,3
auto_all_other_app_types_e90e22e27aafba40,Adults only 18+,4
auto_all_other_app_types_e92eb2ebf6678b01,Everyone,0
auto_all_other_app_types_e9dc05cc34f89f57,Mature 17+,3
auto_all_other_app_types_ea0553d8767c9d0e,Teen,2
auto_all_other_app_types_f353ff41919917fd,Mature 17+,3
auto_all_other_app_types_f7b92454a2f5382d,Adults only 18+,4
auto_all_other_app_types_f91de8e67a2a231f,Teen,2
auto_all_other_app_types_f9d72d2074d31475,Mature 17+,3
auto_all_other_app_types_fb11a484b618ec6a,Teen,2
auto_all_other_app_types_fe10607e66a260b5,Mature 17+,3
auto_all_other_app_types_fe5a218cc2e40baf,Mature 17+,3
auto_game_03742640601e3315,Mature 17+,3
auto_game_07bb51c9e48384bc,Teen,2
auto_game_085fe3bd8fa45afa,Adults only 18+,4
auto_game_087b82db8b79b953,Mature 17+,3
auto_game_09b0d49e0e81d738,Mature 17+,3
auto_game_0a0df1e29149f80b,Teen,2
auto_game_0d1a336af3e645ac,Adults only 18+,4
auto_game_0dbb78c3b59020d7,Everyone,0
auto_game_0dcdc0b379b9383f,Mature 17+,3
auto_game_0e629578b1402d70,Adults only 18+,4
auto_game_0ed6b7c5babb16d4,Mature 17+,3
auto_game_107ead173d555944,Everyone,0
auto_game_10d993fe64955191,Adults only 18+,4
auto_game_12bd666ca7bbcf15,Teen,2
auto_game_13fe9e4816540ca1,Mature 17+,3
auto_game_1512d439cbf98dbb,Mature 17+,3
auto_game_1805ed55e876accd,Teen,2
auto_game_1873200dbe5aa344,Adults only 18+,4
auto_game_18b60488147d4c1d,Teen,2
auto_game_19e3e1875950854a,Teen,2
auto_game_1a18ca13be8b08b5,Everyone,0
auto_game_1a363d0b339341bb,Mature 17+,3
auto_game_1ad11d96f60459e8,Mature 17+,3
auto_game_1ae1b25cf7091ed0,Everyone 10+,1
auto_game_1b7c413060dc053c,Adults only 18+,4
auto_game_1c8004debfa39475,Teen,2
auto_game_1cb052a4ca0f656e,Teen,2
auto_game_1d737677e5d8f3a3,Mature 17+,3
auto_game_1ed365a31cb5c345,Mature 17+,3
auto_game_1ef24f15ae6586f3,Adults only 18+,4
auto_game_1fde114abb3c0cd3,Mature 17+,3
auto_game_24b85a4c8a603462,Mature 17+,3
auto_game_259ceb718e5fb522,Adults only 18+,4
auto_game_25f88d7f061d8490,Adults only 18+,4
auto_game_26e42026453789e6,Mature 17+,3
auto_game_26fc0344e99fcd6b,Teen,2
auto_game_28e0c2a708bb5ab9,Everyone 10+,1
auto_game_2d3a959da76b51de,Mature 17+,3
auto_game_2d8fdf4158ddde1f,Mature 17+,3
auto_game_2f8aad7979cf0a38,Everyone,0
auto_game_2fc608cdabbd3b89,Adults only 18+,4
auto_game_31183e3eff6f2504,Adults only 18+,4
auto_game_329cc0ebca407f50,Mature 17+,3
auto_game_32cb95b5eb4fb735,Mature 17+,3
auto_game_34073116d6be0bd4,Mature 17+,3
auto_game_34b611124eecda4b,Teen,2
auto_game_35daf53a5cf21cde,Mature 17+,3
auto_game_3647950e25009a5a,Mature 17+,3
auto_game_3878083270683b0c,Everyone 10+,1
auto_game_38b91612080eb5e8,Adults only 18+,4
auto_game_3acca6dd3fbe9cec,Adults only 18+,4
auto_game_3dd209c4719f0812,Everyone,0
auto_game_3e3503b95ee0736c,Mature 17+,3
auto_game_3e9acce7d4854b4c,Mature 17+,3
auto_game_3f11c79d9adfa1bd,Mature 17+,3
auto_game_3f446dc8060d289a,Mature 17+,3
auto_game_3f84b12977a6922e,Mature 17+,3
auto_game_400afd246b5ece94,Mature 17+,3
auto_game_40fdaba42435a148,Adults only 18+,4
auto_game_4107be7014b623c6,Mature 17+,3
auto_game_41e2257a08ec7278,Mature 17+,3
auto_game_437f705497288771,Teen,2
auto_game_43d3cb720a85d394,Everyone 10+,1
auto_game_4448ae33fb882116,Mature 17+,3
auto_game_45b097631936f029,Mature 17+,3
auto_game_4634737d402446b8,Everyone 10+,1
auto_game_46ec61741a5cdf0b,Teen,2
auto_game_4912973038b4a3f7,Adults only 18+,4
auto_game_4abc183fb75c24ca,Mature 17+,3
auto_game_4b6306562902804f,Mature 17+,3
auto_game_4bf74e33798f3706,Mature 17+,3
auto_game_4deaf394b746304f,Adults only 18+,4
auto_game_4f35ae4054e3e494,Adults only 18+,4
auto_game_50e2c8f97e766aaa,Teen,2
auto_game_536d10af7d1b43e5,Teen,2
auto_game_578d2b20b16ead9a,Mature 17+,3
auto_game_59496b03eb3c26d7,Mature 17+,3
auto_game_59975617ce3dc70d,Everyone,0
auto_game_59d13cc9ca6fc427,Mature 17+,3
auto_game_5b8431823c59b144,Teen,2
auto_game_5b98f2a88f686164,Teen,2
auto_game_5df98235e56f942a,Mature 17+,3
auto_game_5e56a9525f278da0,Mature 17+,3
auto_game_5ea33dd97e9b8f82,Mature 17+,3
auto_game_5eae932a0702036b,Everyone,0
auto_game_5fb6c4c8a82bede0,Everyone,0
auto_game_612b0e62a00e3908,Mature 17+,3
auto_game_61af67cb7b0894ca,Mature 17+,3
auto_game_61fc1eeadbf24df6,Everyone,0
auto_game_6481810f2a16a9a2,Teen,2
auto_game_651a091ee236ddf9,Mature 17+,3
auto_game_6785deb60e45da18,Teen,2
auto_game_67bba454c4dc0593,Teen,2
auto_game_69a3e47e96632e06,Teen,2
auto_game_6b0be4f38faef9db,Mature 17+,3
auto_game_713e1a6e636cc786,Adults only 18+,4
auto_game_7414e9d86e26f069,Teen,2
auto_game_77c5fedd85a1c4af,Adults only 18+,4
auto_game_79bc408ab1cb1535,Mature 17+,3
auto_game_7acf21509a0b6711,Everyone,0
auto_game_7b1035a703857d97,Everyone,0
auto_game_7b1dd2fd9af19538,Adults only 18+,4
auto_game_7ef797edf740f365,Mature 17+,3
auto_game_7f2efc991b238ccf,Adults only 18+,4
auto_game_7fa4b0243401bd3e,Mature 17+,3
auto_game_81eec3606a30c460,Teen,2
auto_game_84af457aab6c7b93,Mature 17+,3
auto_game_86cbf083336541db,Teen,2
auto_game_8a10d637664e2f68,Teen,2
auto_game_8a96eef143686c03,Adults only 18+,4
auto_game_8beb28a502dea773,Everyone 10+,1
auto_game_8ccbf02df7b19574,Adults only 18+,4
auto_game_8d74d9f7a9329885,Teen,2
auto_game_8e113764e744493c,Mature 17+,3
auto_game_8e4c2d5ba36f6aa9,Teen,2
auto_game_8ebfabbb175e05a4,Mature 17+,3
auto_game_903a9b627a394ec8,Mature 17+,3
auto_game_90a89930056fba72,Everyone,0
auto_game_9138e872f004a01c,Everyone 10+,1
auto_game_966dfab15cfebdb0,Everyone 10+,1
auto_game_9a563ee9c9b65b9c,Mature 17+,3
auto_game_9aa59a15e01986b2,Mature 17+,3
auto_game_9aa5b762c7de618b,Mature 17+,3
auto_game_9ab7a38b9524f81b,Adults only 18+,4
auto_game_9c008c7c057f3af5,Everyone 10+,1
auto_game_9df90e7b7fd63459,Mature 17+,3
auto_game_9f657e87afe087be,Teen,2
auto_game_9fdec0ee68ebbf18,Adults only 18+,4
auto_game_a0cb59dfef61b4b9,Adults only 18+,4
auto_game_a0ee0eb5685be385,Mature 17+,3
auto_game_a48de378d16311c1,Everyone 10+,1
auto_game_a4aec9496f66d1db,Teen,2
auto_game_a5468a6d9d998ff6,Teen,2
auto_game_a9cc0524da18b528,Mature 17+,3
auto_game_ac1666897e75d6c0,Adults only 18+,4
auto_game_ad5166aca43a9d63,Adults only 18+,4
auto_game_af1d44c8c5f4937d,Teen,2
auto_game_afac32c7bd3fd011,Mature 17+,3
auto_game_afba357bf4e488a4,Everyone,0
auto_game_aff0196d182885ef,Teen,2
auto_game_b0ab688999eedf24,Teen,2
auto_game_b102592eeed941be,Teen,2
auto_game_b1b0f24f56b82420,Teen,2
auto_game_b24297557e8cc2d4,Everyone 10+,1
auto_game_b3945415f9c522ed,Teen,2
auto_game_b3c2157c55e1499a,Everyone,0
auto_game_b4aece447f0573e3,Adults only 18+,4
auto_game_b5902725390966c0,Teen,2
auto_game_b9e8f0a3eafa31bf,Teen,2
auto_game_ba912923a62a0485,Mature 17+,3
auto_game_bb53e0ee907f813c,Mature 17+,3
auto_game_bb960d52d5e4dc92,Teen,2
auto_game_bbf9da0557c2fc61,Mature 17+,3
auto_game_c0985a8ba89b11bf,Everyone 10+,1
auto_game_c0daf7757ddf71d6,Adults only 18+,4
auto_game_c23cfefbb70917f8,Teen,2
auto_game_c23f87b76b0c0f4c,Adults only 18+,4
auto_game_c705df76fa356b05,Adults only 18+,4
auto_game_c978797909873db4,Mature 17+,3
auto_game_ca6dd12557fd0fa6,Mature 17+,3
auto_game_cc28396eea21a069,Adults only 18+,4
auto_game_cc2a78da1fce2020,Everyone,0
auto_game_cd324bb03ded8a50,Mature 17+,3
auto_game_cfc0f4f776ba3544,Mature 17+,3
auto_game_d10a826e6986a091,Everyone,0
auto_game_d1ad48102e303080,Mature 17+,3
auto_game_d2cc486487c2b4c2,Adults only 18+,4
auto_game_d543057d423dafdc,Adults only 18+,4
auto_game_d582a9dda3afb534,Everyone 10+,1
auto_game_d6769235d795a3fb,Teen,2
auto_game_d786d2fc55fe2ef4,Adults only 18+,4
auto_game_d860ea621651a8ab,Everyone,0
auto_game_d8be54f81def1a6d,Adults only 18+,4
auto_game_d8fde3d0202a88eb,Everyone,0
auto_game_da4dea2bb6b1522b,Adults only 18+,4
auto_game_ddd0de063a3adfbd,Teen,2
auto_game_de323c45bd98a0be,Teen,2
auto_game_de5762a05d1800a6,Mature 17+,3
auto_game_de983eec9ba5e67f,Everyone,0
auto_game_dfb352c6a801dd61,Mature 17+,3
auto_game_e0925f17a3db47f9,Teen,2
auto_game_e0b6f6ab501156a4,Everyone 10+,1
auto_game_e0f8328c4a3e0037,Mature 17+,3
auto_game_e10eb6f4f68c9683,Adults only 18+,4
auto_game_e190774efb95b06f,Mature 17+,3
auto_game_e3b600b6540d9064,Mature 17+,3
auto_game_e3db78b345ad5b9b,Adults only 18+,4
auto_game_e3e155d8c90eeffa,Adults only 18+,4
auto_game_e4162148144339e3,Mature 17+,3
auto_game_e426633b07f74484,Mature 17+,3
auto_game_e594e4236fe6fd34,Everyone 10+,1
auto_game_e76483220bb99bb5,Mature 17+,3
auto_game_e7b45588b14a5a78,Mature 17+,3
auto_game_e89e197ef170b81e,Adults only 18+,4
auto_game_e8e63db559660349,Mature 17+,3
auto_game_ea8738fa807c4c0f,Adults only 18+,4
auto_game_ec435e4a3e8a5b0c,Mature 17+,3
auto_game_edc8439b2391242a,Teen,2
auto_game_f3eff723fdd58edd,Mature 17+,3
auto_game_f4576db6ed227c5c,Mature 17+,3
auto_game_f49ff140d3645e54,Mature 17+,3
auto_game_f7996fccd8606cd3,Everyone,0
auto_game_f85ccec5400111d9,Everyone,0
auto_game_f9507706dd79b211,Mature 17+,3
auto_game_f9a50bc211d55704,Mature 17+,3
auto_game_f9d9b26f62ff6963,Adults only 18+,4
auto_game_f9df7fafba35a2a2,Adults only 18+,4
auto_game_fafc09a17bfa7a75,Mature 17+,3
auto_game_fbd749bff9f6ae1b,Everyone,0
auto_game_fc2f175527e830b4,Mature 17+,3
auto_game_fe64d2ad40c24461,Everyone,0
auto_social_or_communication_1566a4338dbf0a4d,Mature 17+,3
auto_social_or_communication_3e0048feb64d3b95,Mature 17+,3
auto_social_or_communication_4c97f30c86ffb3df,Mature 17+,3
auto_social_or_communication_62507905c18eab1c,Mature 17+,3
auto_social_or_communication_d25d4ace6d8d6f33,Mature 17+,3
auto_social_or_communication_e7ed81b7ec752adb,Everyone,0
auto_social_or_communication_fa3e91a139e9a4d6,Mature 17+,3
coverage_0002_7020d78b7b0eee04,Teen,2
coverage_0003_1afc267e3576c3fb,Mature 17+,3
coverage_0003_6db3868975dfd84b,Mature 17+,3
coverage_0005_684c2e75cecbd2dc,Adults only 18+,4
coverage_0006_2bab3d150711cdd2,Teen,2
coverage_0007_a9c01943a45af7e9,Teen,2
coverage_0008_a2bac559edfb17b7,Teen,2
coverage_0009_991d6aed916d4272,Teen,2
coverage_0011_b7971f18e6493659,Mature 17+,3
coverage_0012_2db15da4fe246a8d,Mature 17+,3
coverage_0013_89ca8c492da32573,Teen,2
coverage_0018_cc36820d3892282b,Teen,2
coverage_0019_bc333db18fb3466c,Teen,2
coverage_0020_a26927f2ffa6a8a8,Teen,2
coverage_0022_ea51b6efad0205a6,Teen,2
coverage_0025_a86cd16d17b38cf4,Mature 17+,3
coverage_0026_5c85d5dc8732a7bc,Adults only 18+,4
coverage_0028_740321463402036e,Teen,2
coverage_0030_68b5ddd8e84e20a1,Mature 17+,3
coverage_0031_43845a156bc082cb,Teen,2
coverage_0032_df7f32bdaa12cbcd,Teen,2
coverage_0034_a7a45551278f3b51,Everyone 10+,1
coverage_0035_ccd6aab24fe4ab88,Mature 17+,3
coverage_0036_d8fa219b6a572fc8,Mature 17+,3
coverage_0039_c8663172bc8eb8cd,Mature 17+,3
coverage_0041_13c340b43f4a2965,Everyone 10+,1
coverage_0043_a8681dec5a041eaa,Teen,2
coverage_0046_ca0c45d6f2aff9e0,Mature 17+,3
coverage_0049_e4838d5236b6b425,Adults only 18+,4
coverage_0050_459d36b896e4ba49,Mature 17+,3
coverage_0051_4d775057ea423bb1,Teen,2
coverage_0054_20d2b865ada323d8,Mature 17+,3
coverage_0055_5641954ec1d34dda,Teen,2
coverage_0056_7df5b18cbfc09a51,Teen,2
coverage_0059_70e5589e660eb5fa,Teen,2
coverage_0061_e9c68b0d2a370cfe,Teen,2
coverage_0062_566bbe3fc76ebfc3,Mature 17+,3
coverage_0063_8d7562215fdde016,Teen,2
coverage_0065_7c3a7bba1c41317a,Teen,2
coverage_0069_e85a070dc4ea41d7,Everyone 10+,1
coverage_0070_10353315f9cf2c94,Mature 17+,3
coverage_0071_d8c27ecdfdc90740,Mature 17+,3
coverage_0072_b7d9a5c2ef7de9c4,Mature 17+,3
coverage_0076_c0ae3d013c1f80a0,Teen,2
coverage_0078_8a6a16ced15af8fb,Teen,2
coverage_0080_276b49e76b60a062,Teen,2
game_balanced_00004,Teen,2
game_balanced_00005,Teen,2
game_balanced_00006,Mature 17+,3
game_balanced_00011,Teen,2
game_balanced_00016,Teen,2
game_balanced_00017,Mature 17+,3
game_balanced_00024,Mature 17+,3
game_balanced_00029,Mature 17+,3
game_balanced_00032,Teen,2
game_balanced_00034,Everyone,0
game_balanced_00036,Adults only 18+,4
game_balanced_00040,Everyone,0
game_balanced_00042,Mature 17+,3
game_mid_00007,Mature 17+,3
game_mid_00009,Everyone,0
game_risk_00003,Teen,2
game_risk_00006,Adults only 18+,4
game_risk_00008,Teen,2
game_risk_00009,Mature 17+,3
game_risk_00010,Teen,2
game_risk_00011,Mature 17+,3
game_risk_00012,Teen,2
game_risk_00014,Mature 17+,3
game_risk_00015,Mature 17+,3
game_risk_00017,Teen,2
game_risk_00018,Everyone,0
game_risk_00019,Teen,2
game_risk_00020,Teen,2
game_risk_00021,Adults only 18+,4
game_risk_00022,Everyone,0
game_risk_00024,Mature 17+,3
game_risk_00028,Adults only 18+,4
game_risk_00030,Teen,2
game_risk_00032,Mature 17+,3
game_risk_00033,Adults only 18+,4
game_risk_00035,Mature 17+,3
game_risk_00036,Mature 17+,3
game_risk_00039,Mature 17+,3
game_risk_00042,Mature 17+,3
game_risk_00043,Teen,2
game_risk_00044,Teen,2
game_risk_00045,Everyone,0
game_risk_00047,Teen,2
game_risk_00048,Teen,2
game_risk_00056,Teen,2
game_risk_00057,Teen,2
game_risk_00061,Everyone 10+,1
game_risk_00067,Everyone 10+,1
game_risk_00075,Everyone 10+,1
game_risk_00078,Everyone 10+,1
game_risk_00079,Everyone 10+,1
game_risk_00083,Teen,2
game_risk_00087,Everyone,0
game_risk_00088,Everyone,0
game_risk_00092,Everyone,0
game_risk_00097,Everyone,0
game_risk_00102,Adults only 18+,4
game_risk_00105,Adults only 18+,4
game_risk_00107,Adults only 18+,4
game_risk_00108,Adults only 18+,4
game_risk_00109,Adults only 18+,4
game_risk_00110,Adults only 18+,4
game_risk_00118,Adults only 18+,4
game_risk_00119,Adults only 18+,4
game_risk_00121,Adults only 18+,4
game_risk_00125,Adults only 18+,4
game_risk_00126,Adults only 18+,4
game_risk_00135,Adults only 18+,4
game_risk_00136,Adults only 18+,4
game_risk_00138,Adults only 18+,4
game_risk_00141,Adults only 18+,4
game_risk_00143,Adults only 18+,4
game_risk_00144,Adults only 18+,4
game_risk_00145,Adults only 18+,4
game_risk_00147,Adults only 18+,4
game_risk_00148,Adults only 18+,4
game_risk_00150,Adults only 18+,4
game_risk_00151,Adults only 18+,4
game_risk_00156,Adults only 18+,4
game_risk_00157,Adults only 18+,4
game_risk_00158,Adults only 18+,4
game_risk_00159,Adults only 18+,4
game_risk_00165,Adults only 18+,4
game_risk_00167,Adults only 18+,4
game_risk_00171,Adults only 18+,4
game_risk_00175,Adults only 18+,4
game_risk_00177,Adults only 18+,4
game_risk_00178,Adults only 18+,4
game_risk_00180,Adults only 18+,4
game_risk_00181,Adults only 18+,4
game_risk_00183,Adults only 18+,4
game_risk_00184,Adults only 18+,4
gap_0001_557cc08ff0b49a52,Teen,2
gap_0001_7b17bcd94a4e0ce8,Everyone 10+,1
gap_0001_c5aeb28682e603b1,Everyone 10+,1
gap_0001_d940bb9babcefde7,Everyone 10+,1
gap_0002_527232b4ac5c1444,Everyone,0
gap_0002_8c9f2de99d7f1bc7,Everyone,0
gap_0003_681ce126d371b903,Everyone,0
gap_0003_991ad44280960582,Everyone 10+,1
gap_0004_232b490f5a3bac1f,Teen,2
gap_0005_b0881d2a71a01f8d,Everyone 10+,1
gap_0005_d1cbe78c9766d4c9,Teen,2
gap_0006_53cc3e8a31e7c0e1,Everyone 10+,1
gap_0006_e1a4dfd5e1b33276,Mature 17+,3
gap_0007_58e09f6cc7c59086,Everyone,0
gap_0007_f8d0775bddba8a4b,Everyone,0
gap_0008_5dc7b6813ba76bf2,Everyone,0
gap_0008_d41a24bce2d90141,Everyone,0
gap_0009_188962622a7d57c5,Everyone,0
gap_0009_2cd98d960e925911,Mature 17+,3
gap_0011_41bd5d417e4d234a,Everyone,0
gap_0011_c4cd8efba0f1620e,Teen,2
gap_0011_f84276a99f4f4b3a,Everyone 10+,1
gap_0012_10c9281be80843c0,Teen,2
gap_0012_2a01165a6b6d7d89,Mature 17+,3
gap_0013_42106586d924dfff,Teen,2
gap_0013_dbbf198238a06f52,Mature 17+,3
gap_0014_7bceb1d32d1a65f8,Mature 17+,3
gap_0014_f0b2dec46ab3382d,Mature 17+,3
gap_0015_782b766e732cc5df,Mature 17+,3
gap_0016_94564e1d345169af,Mature 17+,3
gap_0016_a1d7aef88e848778,Teen,2
gap_0017_02ef65aef6b404d1,Mature 17+,3
gap_0017_d04ea62fb6b5bab5,Teen,2
gap_0017_fc66d1410c881e09,Everyone,0
gap_0018_c1966c124619bfb6,Teen,2
gap_0018_f29404a3e91d1973,Mature 17+,3
gap_0019_0f6d3da82fcf2c05,Teen,2
gap_0020_16ec70c80cfd23d2,Teen,2
gap_0020_4c4b264cc2e3e574,Teen,2
gap_0020_99a5267afda89791,Everyone,0
gap_0021_5fc5d22af754ea20,Teen,2
gap_0021_b84b1753d3ade1cd,Mature 17+,3
gap_0022_035fe949dc27a92d,Teen,2
gap_0022_83979a25e9046f6c,Everyone 10+,1
gap_0023_2f70913f699a938f,Everyone 10+,1
gap_0023_611bf453420e26bd,Everyone 10+,1
gap_0025_2d40badf4bc6246f,Everyone 10+,1
gap_0026_481fbaabfcea616b,Everyone 10+,1
