sample_id,split,category,sampling_strategy,state_source,source_result_dir,source_schema_version
all_other_app_types_balanced_00022,test,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00023,test,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00024,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00025,test,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00026,test,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00030,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00031,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00032,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00033,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00034,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00035,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00037,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00038,test,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00039,train,All Other App Types,balanced_ladder,reconstructed_from_graph_and_baseline,rating_results_balanced_all_other_tail,1
all_other_app_types_balanced_00040,train,All Other App Types,balanced_ladder,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00041,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00042,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00043,test,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00044,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00045,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00046,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00048,test,All Other App Types,balanced_supplemental,reconstructed_from_graph_and_baseline,rating_results_balanced_all_other_supplemental,1
all_other_app_types_balanced_00049,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00050,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00052,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00055,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00057,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00058,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00059,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00060,train,All Other App Types,balanced_supplemental,reconstructed_from_graph_and_baseline,rating_results_balanced_all_other_supplemental_final_retry,1
all_other_app_types_balanced_00061,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00062,test,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_balanced_00063,train,All Other App Types,balanced_supplemental,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00002,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00003,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00004,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00005,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00006,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00007,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00008,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00009,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00010,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00012,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00013,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00014,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00015,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00016,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00017,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00018,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00019,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00020,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00021,train,All Other App Types,risk_path,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00022,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00023,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00025,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00026,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00027,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00028,train,All Other App Types,risk_path,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00029,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00030,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00031,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00032,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00033,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00034,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00035,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00036,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00037,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00038,test,All Other App Types,risk_path,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00041,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00043,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00044,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00045,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00046,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00048,train,All Other App Types,risk_path,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00049,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00051,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00055,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00056,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00057,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00063,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00065,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00068,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00070,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00071,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00075,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00076,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00077,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00079,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00080,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00081,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00088,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00089,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00090,test,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00094,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00096,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00097,train,All Other App Types,risk_path,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00107,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00108,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00109,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00110,train,All Other App Types,risk_pairwise,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00111,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00112,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00113,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00117,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00118,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00119,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00120,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00121,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00122,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00123,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00127,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00128,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00129,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00133,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00137,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00138,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00139,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00140,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00142,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00143,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00144,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00145,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00146,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00147,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00148,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00149,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00150,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00151,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00155,train,All Other App Types,risk_pairwise,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00156,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00157,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00158,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00159,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00160,train,All Other App Types,risk_pairwise,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00161,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00165,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00166,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00167,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00171,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00175,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00176,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00177,test,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00178,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00180,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00181,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00182,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00183,test,All Other App Types,risk_pairwise,reconstructed_from_graph_and_baseline,rating_results_designed_all_other,1
all_other_app_types_risk_00184,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00185,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
all_other_app_types_risk_00186,train,All Other App Types,risk_pairwise,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_00bf53d4bf1d0679,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_029aec124b2c0df2,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_05dfa0563cf1dd17,train,All Other App Types,autonomous_baseline,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_07a64e1da664258a,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_0a3d31dd42d7db23,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_10877a508789f7cc,test,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_158a1c7d8c452ff8,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_162b1d0596597781,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_16951f34c39b7686,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_19808f273c047682,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_19fce6ec84befb94,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_1db5fcb9fb04110f,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_23ffb810c71b3839,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_2448a2b58680be8d,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_24b37692feeed8a1,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_253421bca61774ac,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_27f6898663cf49b3,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_2802087d8b0338fd,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_2a1aa33202f07799,test,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_2f5d66c32db500c5,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_2fef39f79b870fbd,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_325b291c58a17ad9,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_39c206448a8cd94d,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_3a648a2f762866e6,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_3bb1f6d142370cf6,test,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_3ef7e06a468dbc31,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_40ad155d72a69663,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_4136cd3210586c1d,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_43beb43d0b4c792e,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_4428ce6e4dce246d,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_44437a848a4f836e,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_47d96006a33b9a4a,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_48d6795c443fb6b7,test,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_4ae635e041362d7d,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_4de31862ed28b495,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_4fc99c6b9038fbb4,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_5100c0282d9cd410,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_56dbba5d88c291fe,test,All Other App Types,autonomous_1_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_582afbb719adff8f,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_5dd4f7c8b6619c95,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_5fe59c0f48b5afea,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_600d459b3bf244d5,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_629e338c6314473a,test,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_62e1f4f69fd7b9ed,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_67353846cd294f24,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_67437f207863cced,test,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_6843d8645fde8eeb,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_692ecdab88116b0e,test,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_6a9a9734448d62a3,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_6d662d2041e65364,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_6e915957d892518b,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_6fde04de12094649,test,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_7304042dc09c27c5,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_735629f3dcedd62b,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_78b50238dc1257f7,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_7c56566ef90cd6ed,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_8455687762dba7d7,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_8682c7255376b478,train,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_888f36d61d4d04a9,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_8d47d9b4fa0a1cbe,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_8f07d81091437fa4,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_8fd92a0a42544346,test,All Other App Types,autonomous_4_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_904012f8b1647482,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_907633d16dbf991e,train,All Other App Types,autonomous_3_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_96352e8f19699394,train,All Other App Types,autonomous_single,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_9bc3f47f0f4859ee,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_9bcc8d951a667ac0,test,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
auto_all_other_app_types_9ff94b152f10634e,train,All Other App Types,autonomous_2_way,browser_snapshot,rating_results_snapshot_upgrade,2
